Tm_C,GC_percent
86.735,54.26
82.156,48.78
86.215,53.17
86.123,52.92
85.946,53.52
84.484,50.72
87.977,57.39
88.570,59.02
88.073,57.82
85.590,52.15
84.238,49.63
81.216,47.11
83.297,49.44
84.391,54.95
83.452,50.48
85.750,52.72
85.499,52.19
86.764,54.89
85.662,52.72
86.780,54.92
86.784,54.10
87.297,57.12
84.569,49.49
84.429,49.45
82.775,45.25
86.970,55.01
87.390,56.40
85.654,51.69
84.675,51.48
86.399,54.14
86.471,54.87
81.488,43.04
84.111,48.64
83.420,47.00
84.220,48.14
82.124,43.60
80.877,45.35
84.841,50.37
85.075,51.39
85.363,53.10
86.302,54.05
85.028,54.13
85.841,52.21
87.121,55.45
84.454,49.50
85.657,53.55
83.905,47.69
85.464,51.83
85.625,51.75
84.372,49.25
82.333,43.85
79.997,44.44
76.297,36.51
82.998,46.17
85.070,49.83
78.349,38.77
76.058,36.84
79.220,42.34
80.009,39.54
80.810,49.36
79.337,47.41
79.888,40.48
78.492,39.61
84.628,52.01
84.207,49.18
86.170,54.08
85.321,51.97
83.368,48.94
78.092,39.91
79.582,42.05
78.956,44.44
79.262,36.46
77.264,31.82
78.906,35.34
84.207,49.83
82.446,48.45
82.669,46.31
84.122,50.69
85.008,52.22
87.336,55.61
83.224,52.31
82.314,47.25
86.363,55.43
82.705,46.32
80.111,48.30
86.323,55.77
79.922,43.86
86.356,56.83
86.239,54.96
88.201,57.82
89.156,60.01
85.499,57.66
87.143,55.46
87.662,56.86
86.282,57.19
87.040,58.69
87.238,58.17
87.425,59.71
85.688,53.00
86.825,57.87
85.310,57.62
88.222,57.42
86.543,57.60
87.807,58.23
87.689,57.80
88.537,60.48
85.286,52.84
87.950,56.69
86.803,56.17
88.849,59.67
82.748,49.63
81.096,42.36
80.294,40.16
78.984,36.92
83.330,48.74
86.691,53.62
84.945,55.06
82.593,47.04
84.842,50.30
86.061,52.23
78.905,43.01
81.419,45.37
84.719,48.88
86.959,54.47
85.640,52.50
82.237,43.00
82.256,45.05
82.202,44.04
85.576,51.37
84.903,50.04
84.895,51.49
86.734,53.68
77.078,33.57
76.696,33.63
78.143,36.11
78.516,37.57
84.890,50.81
85.387,51.11
83.826,47.80
83.241,47.83
79.400,44.83
81.870,51.19
85.451,51.13
84.936,50.65
86.057,52.83
85.515,51.30
78.300,40.00
83.897,48.01
85.938,52.97
82.676,46.13
82.338,44.99
86.170,53.28
83.799,49.16
85.350,50.70
82.052,51.46
81.239,49.15
81.706,44.75
85.605,51.67
85.741,52.27
86.716,54.83
86.294,53.93
86.124,53.84
86.235,53.19
78.929,43.68
83.742,52.99
84.720,52.00
85.245,52.79
85.777,52.50
81.862,43.84
85.732,51.59
84.919,50.38
85.852,52.20
83.180,47.25
74.050,30.05
87.286,55.38
89.771,61.05
79.922,43.86
85.470,52.01
85.523,52.72
86.845,55.89
86.675,54.17
87.055,54.48
84.634,49.32
77.868,32.94
82.422,44.23
84.805,50.55
86.806,53.97
86.699,55.03
84.305,49.85
83.967,52.28
86.010,53.12
85.920,52.24
78.429,44.93
80.756,46.30
83.838,50.00
86.463,54.37
86.482,54.31
86.087,53.51
86.906,55.35
85.216,50.61
85.508,53.09
82.703,44.61
85.758,52.12
84.267,48.31
86.396,53.60
83.773,46.62
83.483,46.02
82.361,43.58
80.321,39.03
82.672,44.33
80.102,39.24
76.814,37.37
85.122,50.04
82.444,44.59
81.864,44.64
82.314,45.57
82.857,44.42
82.807,45.99
82.895,46.81
84.948,49.31
85.838,52.10
85.122,51.05
86.188,52.99
86.318,53.84
86.269,53.78
84.560,49.56
84.583,49.89
81.742,46.74
86.428,54.68
83.923,48.20
85.613,51.65
84.448,48.84
84.436,52.22
85.313,51.56
85.873,52.34
85.983,53.29
85.264,51.05
84.571,50.45
83.236,48.51
81.827,45.57
83.160,52.05
84.696,50.11
84.694,49.66
84.420,51.77
85.043,50.82
73.244,37.50
82.365,44.44
82.065,46.06
84.060,49.90
85.030,49.90
84.853,50.87
84.388,49.93
82.895,51.96
84.924,49.97
80.459,43.17
78.920,36.76
80.229,40.00
81.096,42.36
82.596,49.26
87.958,58.27
87.077,56.83
88.199,57.30
88.731,60.97
88.571,59.95
87.631,57.80
86.461,57.58
88.429,58.02
86.344,56.28
83.562,49.41
86.600,55.11
84.834,52.78
84.981,52.06
86.505,57.34
86.534,56.89
87.340,56.34
87.374,59.76
89.299,60.76
88.434,58.43
84.021,54.59
86.731,54.10
84.314,50.37
82.932,49.21
85.046,52.72
84.637,56.99
80.111,48.30
82.705,46.32
86.209,55.06
82.314,47.25
84.021,54.59
87.306,55.54
83.090,54.17
84.312,51.16
81.812,44.05
81.991,50.00
82.226,45.23
83.998,51.96
86.397,54.00
84.054,52.75
80.888,43.77
82.520,50.70
84.264,50.18
81.134,44.87
82.080,49.12
83.443,51.06
86.546,55.09
86.424,56.06
86.403,54.02
85.067,53.05
81.526,47.33
80.567,43.07
82.340,49.57
80.783,41.31
76.914,37.14
76.948,38.10
78.683,42.33
79.939,43.14
86.302,54.05
85.028,54.13
86.556,54.71
84.328,51.71
86.995,58.62
88.438,58.48
84.725,52.25
82.748,49.63
88.801,59.64
87.077,56.83
82.085,49.54
87.855,56.76
88.138,58.08
88.537,60.48
87.689,57.80
87.514,57.51
86.064,56.43
88.194,57.32
85.505,58.10
86.716,57.60
86.260,54.39
87.543,60.00
87.330,58.39
87.273,59.26
85.906,56.27
87.776,56.43
85.499,57.66
89.156,60.01
88.201,57.82
86.239,54.96
86.356,56.83
79.922,43.86
86.323,55.77
85.518,59.14
80.111,48.30
82.705,46.32
86.363,55.43
82.552,47.83
83.823,54.11
87.350,55.65
82.846,53.57
84.448,51.52
82.699,45.80
84.208,51.67
86.358,53.90
83.097,52.11
77.995,47.62
82.669,46.15
83.592,49.75
86.076,54.11
86.287,54.39
85.614,52.23
84.874,52.58
81.751,46.53
82.153,46.51
81.030,47.92
81.291,45.88
80.308,45.77
81.288,47.49
82.179,52.12
76.731,37.57
79.322,43.75
84.828,49.27
80.216,44.30
84.025,51.68
83.786,50.88
82.845,46.70
81.944,43.78
85.338,55.23
85.451,50.80
85.572,51.11
85.436,52.75
85.642,52.51
85.602,53.17
86.706,54.49
85.255,52.01
85.838,52.42
85.700,52.57
85.973,52.71
83.813,51.46
85.377,51.95
84.100,51.82
80.195,41.80
84.609,49.66
86.139,52.99
86.043,52.64
85.011,50.79
86.202,53.15
84.778,50.76
82.293,47.32
84.178,49.31
85.039,50.38
84.895,50.54
86.642,54.20
85.550,51.37
85.140,50.77
84.559,49.04
85.201,51.82
84.570,50.76
83.400,47.27
86.637,54.62
86.225,53.04
85.436,51.49
86.077,53.29
86.071,53.22
76.789,42.06
80.946,46.76
83.544,49.21
84.733,51.20
86.182,54.75
87.363,55.50
85.943,52.88
85.468,52.82
85.373,52.30
83.887,48.90
85.619,51.63
84.354,50.17
85.545,52.26
85.626,51.84
84.903,51.29
81.672,45.99
86.823,54.95
84.221,50.64
83.047,48.05
82.292,49.37
84.709,50.23
86.256,52.91
85.364,53.07
83.442,52.08
85.095,52.00
85.943,52.82
84.349,51.47
86.193,54.48
88.047,56.81
84.521,52.59
83.618,47.67
83.958,49.31
86.295,53.59
78.356,51.11
85.981,53.02
86.280,53.91
86.162,53.22
84.117,48.30
83.455,47.82
86.311,53.42
85.532,51.63
81.184,45.10
83.792,47.10
85.777,53.07
84.489,49.87
84.483,50.22
85.210,52.11
84.231,47.93
83.964,49.12
80.819,46.67
84.937,50.04
82.811,50.63
85.809,52.64
83.437,49.16
86.845,54.87
86.191,53.22
84.524,50.07
85.690,51.81
85.071,53.66
79.334,43.92
84.406,51.58
86.661,53.61
86.654,54.54
81.729,45.66
82.668,44.69
83.053,45.58
83.605,47.52
84.754,50.59
83.898,47.37
85.312,51.22
81.378,42.00
85.134,51.50
85.969,53.14
86.625,54.26
82.407,48.30
84.878,49.73
87.021,54.64
84.886,50.72
85.871,52.72
82.098,50.52
85.743,51.98
81.296,42.30
83.728,49.46
86.523,54.93
83.806,49.09
86.823,55.15
83.150,50.00
86.766,54.02
86.381,54.07
64.478,35.56
82.878,48.46
81.991,50.00
83.591,48.62
85.039,49.97
80.673,39.34
84.214,49.28
86.349,54.09
80.615,43.99
85.402,51.92
81.585,43.76
85.157,51.87
84.431,50.42
86.034,52.73
77.945,33.99
83.775,52.27
85.718,51.50
84.592,50.20
83.674,47.01
81.082,41.43
83.068,49.00
84.526,49.08
80.807,43.93
83.106,49.26
84.238,49.15
85.286,51.58
84.726,51.22
84.264,50.62
86.332,53.97
86.972,55.06
88.339,58.28
87.065,55.65
86.509,54.05
86.062,53.66
83.499,47.68
83.558,47.94
85.199,51.84
86.896,56.65
87.053,55.44
87.496,56.18
84.681,50.76
86.357,53.59
85.667,53.30
85.454,54.17
83.303,50.92
86.332,53.50
81.069,41.02
87.187,55.20
86.953,55.36
86.777,56.34
85.909,52.13
83.614,47.96
85.079,50.84
85.690,53.27
84.652,53.21
86.256,53.94
81.405,42.42
83.855,47.91
82.765,45.34
82.806,45.64
83.340,46.55
84.584,49.20
84.792,50.05
81.050,45.42
82.977,48.07
84.722,50.00
84.568,49.83
85.066,51.11
85.292,51.94
85.019,49.92
84.619,49.38
80.352,38.91
83.256,45.88
84.549,51.19
85.770,54.59
84.601,50.06
86.008,52.88
84.403,52.30
83.637,52.16
81.125,46.18
80.255,46.45
83.069,48.89
82.258,44.91
85.690,52.49
86.440,54.05
85.197,50.53
85.401,51.47
84.829,50.31
86.632,54.48
85.530,51.26
86.001,54.30
86.492,55.03
87.289,55.47
84.285,52.01
81.237,45.33
84.156,56.11
85.205,50.73
85.969,54.23
86.542,53.99
85.068,50.22
86.639,54.08
84.621,49.79
85.146,51.44
85.763,52.82
82.009,45.32
84.896,51.68
84.972,50.99
80.819,46.67
80.067,42.71
79.854,43.33
84.392,49.62
85.714,51.97
85.983,53.29
85.041,49.93
85.754,53.22
83.434,48.19
85.034,50.39
86.420,53.11
86.075,52.73
82.119,48.95
81.023,45.29
83.593,48.10
82.347,47.37
85.871,53.04
83.655,50.13
81.679,48.05
85.215,52.05
85.155,51.89
85.023,49.88
85.371,52.42
83.337,49.58
82.869,49.48
86.479,54.03
86.967,56.39
86.476,53.53
85.637,51.69
84.341,49.31
85.969,52.53
85.296,51.44
86.052,52.83
83.865,47.92
84.073,48.94
84.959,51.02
85.807,52.62
85.704,53.43
81.663,43.62
86.542,55.94
85.291,51.96
84.800,51.76
86.696,54.09
85.258,52.56
84.851,50.67
83.695,50.00
84.768,50.67
85.380,51.65
85.780,51.60
83.837,47.68
85.457,52.34
84.318,50.26
86.264,53.06
78.779,37.22
85.041,53.28
86.939,54.55
86.793,54.83
85.784,53.49
83.564,49.74
86.397,54.00
86.259,54.01
86.489,53.68
85.981,52.41
84.712,51.59
86.319,53.08
85.932,53.07
85.148,51.24
83.916,49.22
82.134,46.72
81.867,45.22
84.567,49.12
84.941,50.94
85.807,52.08
85.339,51.52
83.247,48.02
82.233,48.81
83.317,50.00
81.163,42.97
81.050,46.25
85.317,51.16
85.679,53.15
82.517,44.61
77.452,35.34
80.742,41.17
81.253,43.95
82.588,55.07
78.875,42.16
82.250,47.01
79.968,42.65
80.851,45.68
73.365,35.09
81.274,43.88
82.895,51.96
84.791,54.68
84.927,54.33
85.701,53.40
83.099,51.52
84.676,52.73
88.218,57.46
86.661,54.79
83.452,50.48
86.086,54.06
84.652,53.21
83.634,49.64
77.675,34.03
83.894,49.69
82.996,48.63
85.643,53.80
86.128,53.16
84.962,54.01
83.236,46.32
80.992,47.69
79.081,40.43
85.104,52.28
85.692,51.61
84.279,49.77
81.762,48.44
83.304,47.16
86.164,54.05
85.280,52.17
84.183,48.95
83.063,47.28
85.886,53.47
84.456,48.63
85.914,52.43
83.508,49.39
84.228,51.64
84.726,49.46
86.443,56.52
86.846,54.89
81.815,48.29
85.402,52.47
82.713,46.88
78.730,35.18
78.802,35.35
84.754,53.65
86.859,54.55
87.151,55.92
87.312,57.06
88.340,58.37
85.080,52.93
86.764,54.79
85.315,53.33
85.973,53.03
85.849,55.07
85.796,55.46
85.874,53.39
83.052,50.37
83.602,47.71
79.522,38.30
82.371,51.32
81.900,48.68
85.427,52.08
85.667,51.62
82.496,51.91
86.049,53.38
85.980,53.20
86.535,56.26
85.834,52.22
86.433,54.89
84.078,48.71
80.815,40.03
81.737,43.17
80.402,41.79
85.850,52.74
83.630,48.27
79.820,38.84
80.924,42.18
77.535,33.33
84.815,50.20
83.052,50.37
89.099,60.27
87.008,56.67
87.763,56.46
88.696,59.44
88.731,60.97
88.571,59.95
87.924,58.51
86.336,57.27
88.725,60.26
88.526,58.51
86.344,56.28
85.166,53.24
86.281,54.76
83.870,52.43
85.934,56.03
89.253,60.49
87.743,56.75
84.615,56.04
86.251,52.93
82.790,46.86
82.671,48.57
85.097,52.78
84.637,56.99
79.355,47.73
80.479,46.99
86.132,54.87
82.671,48.12
84.021,54.59
85.028,54.13
86.302,54.05
87.394,55.75
82.602,52.98
84.257,51.05
82.699,45.80
85.006,53.61
86.319,53.81
82.905,51.64
78.386,48.57
83.331,47.87
80.477,43.27
76.031,37.91
83.452,49.86
79.393,42.67
85.343,52.22
87.051,57.92
86.488,54.24
85.163,53.29
81.181,46.93
81.334,42.64
80.318,48.37
76.297,36.51
78.466,41.80
84.812,49.23
79.076,42.65
82.035,43.40
82.807,45.74
80.223,38.94
85.028,50.34
84.894,49.90
80.256,39.75
83.806,47.84
84.263,49.02
84.591,49.79
85.724,52.31
85.815,53.23
84.421,50.64
84.328,51.71
86.995,58.62
88.438,58.48
83.139,45.25
84.402,52.60
86.117,53.60
85.698,52.56
86.284,53.97
86.626,54.53
82.795,46.05
80.216,41.36
87.372,56.81
85.702,54.17
87.036,57.44
83.468,52.70
86.737,57.72
84.086,53.03
81.623,49.23
83.452,49.86
82.236,47.27
85.053,50.71
82.765,47.05
84.523,49.27
84.927,50.00
83.159,51.75
85.442,51.74
86.035,52.76
85.014,50.79
85.402,52.00
69.351,43.14
86.518,54.56
87.852,57.24
86.780,54.90
86.112,53.28
86.651,55.84
86.930,55.96
85.402,52.12
85.637,53.27
83.117,46.11
82.134,43.44
85.226,50.75
78.969,36.79
86.597,54.12
79.855,37.61
79.173,38.04
80.033,38.61
80.455,39.41
77.235,31.44
78.587,34.89
77.257,31.32
76.291,29.99
76.613,29.96
76.448,30.27
84.920,50.67
82.870,45.48
83.785,47.24
86.711,54.55
86.553,54.10
86.648,54.16
86.606,54.12
86.956,55.00
87.284,55.74
87.059,55.39
86.337,55.69
87.375,56.52
86.589,54.37
83.461,48.27
82.713,45.65
81.783,42.53
86.563,54.19
85.571,53.78
85.085,51.19
86.254,52.84
85.727,54.50
86.246,53.51
86.190,52.97
80.204,42.18
80.615,43.99
86.097,52.59
88.326,59.97
83.838,48.75
86.706,55.12
87.600,56.63
85.739,51.67
84.138,49.34
85.309,52.27
87.060,55.37
87.829,56.45
87.818,56.43
87.124,55.37
86.525,53.92
86.083,53.94
83.188,49.55
86.530,53.96
78.765,38.99
84.559,49.78
83.168,46.67
84.141,48.51
85.386,51.18
80.514,43.86
80.697,42.16
84.492,49.09
85.881,53.10
85.285,51.28
85.128,50.63
87.033,55.62
87.290,56.31
84.908,51.00
83.950,48.47
86.630,55.06
86.389,54.50
80.538,45.00
79.690,40.80
79.157,40.00
81.951,47.62
84.743,50.36
83.711,50.74
79.816,37.97
83.004,44.82
79.875,38.96
79.513,38.67
79.226,40.78
86.417,53.96
86.136,52.61
85.485,50.66
78.507,38.36
86.493,54.18
86.519,54.18
86.985,54.60
86.302,54.05
84.903,53.82
80.655,41.99
83.662,49.26
84.292,49.58
85.389,50.95
80.631,44.98
83.356,51.11
88.974,59.97
86.462,55.33
87.594,56.05
88.696,59.44
88.731,60.97
88.571,59.95
87.924,58.51
86.336,57.27
88.352,57.82
86.334,57.61
83.756,49.88
86.654,55.25
83.657,49.87
87.538,57.85
86.060,57.45
86.658,58.10
87.568,56.87
84.903,53.82
86.302,54.05
86.956,54.89
84.830,56.34
88.113,57.39
83.512,48.85
86.323,55.77
85.518,59.14
80.111,48.30
82.705,46.32
85.825,54.12
83.794,53.70
85.323,56.50
82.561,52.22
87.359,55.62
77.889,37.78
81.185,41.46
84.554,51.35
79.521,44.10
83.745,48.68
81.795,49.05
80.253,41.54
80.312,46.89
84.588,51.14
85.220,53.24
82.638,50.21
81.326,47.69
81.291,45.88
83.433,50.86
86.015,53.85
83.961,48.24
82.092,47.47
81.475,47.95
85.371,52.47
79.662,41.84
80.612,41.30
83.003,50.18
80.084,39.86
78.849,38.48
79.694,46.06
75.303,36.81
83.058,49.83
85.428,52.16
85.070,51.62
80.255,46.45
80.390,46.35
81.706,48.61
80.882,46.40
82.785,45.36
80.312,46.89
82.763,48.18
83.371,49.59
83.550,52.26
81.463,52.59
81.547,47.06
82.152,43.36
85.814,53.55
87.222,56.69
86.817,55.23
87.685,56.99
85.960,53.16
86.820,54.19
85.891,52.16
85.094,51.02
85.507,53.06
85.686,53.54
86.397,54.59
86.717,54.29
86.307,53.94
88.303,58.46
86.102,54.26
86.541,55.13
87.035,55.59
87.754,56.95
84.635,49.94
83.451,49.37
85.962,53.74
86.560,54.69
83.665,48.06
79.683,42.92
85.434,51.41
85.252,50.97
84.955,50.54
82.975,45.17
84.909,50.45
85.638,52.16
86.340,53.71
84.728,50.82
86.381,54.36
86.115,52.58
86.335,53.40
86.122,53.63
86.046,53.14
85.617,52.45
85.439,51.61
85.172,50.76
85.423,51.80
81.648,43.20
85.303,51.08
84.310,49.09
83.508,47.13
87.424,55.91
86.144,53.57
87.250,55.97
86.112,53.13
85.084,55.69
84.258,50.09
86.026,52.64
86.606,54.61
81.985,43.98
82.944,46.91
85.217,50.61
85.310,50.69
85.326,51.32
85.981,53.02
85.594,51.51
83.028,48.99
86.262,53.48
85.667,53.02
86.286,53.09
82.960,49.82
85.747,52.48
82.619,50.44
85.866,52.07
84.507,48.46
85.181,52.01
86.336,53.85
86.027,54.48
88.005,57.20
85.617,53.96
85.114,57.14
86.708,55.42
86.639,55.51
86.431,55.18
84.927,51.58
86.360,56.00
87.086,56.02
88.200,59.20
87.725,56.33
84.552,54.17
86.148,55.15
76.961,39.39
84.062,50.10
86.546,53.79
86.336,53.28
85.402,52.53
87.596,56.90
86.081,53.22
85.049,50.63
84.910,49.42
83.135,47.00
85.552,50.95
85.507,52.38
86.846,53.90
84.975,51.60
85.335,50.90
86.828,54.11
86.196,54.22
85.761,51.32
86.719,53.94
85.220,51.02
85.567,56.86
84.332,49.92
84.713,49.71
81.717,42.89
77.554,32.40
83.041,45.78
86.216,53.20
87.968,57.27
87.305,55.95
86.468,53.99
84.075,48.54
86.328,54.45
85.028,54.13
86.302,54.05
85.724,52.16
84.721,50.45
86.458,53.95
85.629,53.59
83.046,48.12
81.527,43.28
85.348,51.30
84.682,49.95
85.690,51.54
85.908,53.09
85.351,50.88
84.855,53.57
82.967,48.32
81.413,46.44
87.412,56.12
88.297,58.77
86.572,54.78
87.347,56.92
88.468,58.47
86.366,53.63
83.998,51.96
83.052,47.84
84.843,50.44
78.685,34.97
82.108,45.24
87.974,57.41
87.022,55.03
88.038,57.33
84.864,54.13
85.403,52.97
85.856,54.14
86.596,54.60
87.746,56.33
87.592,56.58
86.467,55.89
87.516,56.07
85.155,51.89
85.173,53.15
84.572,49.73
85.014,50.41
84.207,49.83
85.938,52.21
86.977,56.37
83.415,48.48
84.279,50.88
85.844,52.45
87.293,55.38
85.983,52.54
85.629,53.59
84.771,51.45
84.512,50.39
85.118,51.85
81.225,44.35
86.617,54.81
82.687,45.23
85.746,52.97
84.430,49.93
85.522,52.69
83.988,48.66
84.983,51.09
85.367,52.81
86.117,52.83
83.726,49.28
87.319,57.16
87.307,55.95
86.880,55.41
83.756,48.48
86.915,55.72
86.675,54.73
86.014,52.95
85.834,52.71
87.557,56.66
87.416,56.27
85.666,51.47
83.936,52.33
84.805,51.55
85.377,51.98
86.793,55.39
86.968,55.34
85.885,52.95
85.143,52.36
81.657,42.82
81.908,44.64
82.728,47.32
84.421,50.90
85.672,52.83
87.008,54.55
83.113,47.34
85.445,53.50
85.783,51.70
87.278,55.84
83.823,51.93
85.065,50.41
78.469,34.69
85.429,52.25
84.083,48.55
83.932,47.84
81.687,42.39
84.559,50.37
82.206,45.73
81.511,43.06
79.279,36.23
78.691,42.94
83.310,47.53
82.362,43.91
85.581,52.24
85.444,51.26
85.294,51.47
85.370,51.17
81.591,41.78
81.439,41.75
80.202,40.00
81.505,40.96
82.668,45.08
83.732,46.90
83.730,47.24
82.663,45.91
78.349,38.77
81.526,47.33
85.357,51.68
87.023,55.29
85.341,50.82
83.338,47.21
85.951,53.26
87.396,55.53
88.068,58.09
87.685,57.09
86.403,53.77
83.649,50.76
85.168,51.14
86.510,54.02
84.652,53.21
86.162,53.19
84.583,49.38
84.661,48.95
83.411,49.72
82.814,48.12
85.544,51.78
82.609,46.22
86.168,53.04
80.909,43.86
85.402,51.65
82.973,51.60
86.835,54.32
86.920,55.36
84.407,49.74
84.790,50.21
82.943,50.39
84.820,49.54
82.951,47.25
85.426,52.00
82.203,47.15
87.043,55.81
88.071,58.01
87.110,56.05
86.705,55.16
86.167,53.49
86.567,54.92
85.234,51.52
86.270,53.96
87.501,56.28
85.684,51.95
87.110,56.00
84.442,50.52
85.084,52.89
84.874,52.58
84.813,50.46
86.518,54.56
86.063,53.18
87.122,57.49
86.738,55.76
87.318,56.53
87.252,55.73
88.628,59.05
87.005,55.26
88.456,58.84
88.096,58.54
87.869,57.19
84.480,53.47
86.442,57.44
88.062,58.11
87.614,57.65
86.541,55.13
84.506,51.25
83.757,50.89
86.866,54.30
84.841,50.37
86.904,54.49
86.835,55.08
83.516,48.26
87.378,55.66
85.690,51.68
86.895,54.17
82.303,47.06
86.110,53.19
81.328,48.26
86.106,54.08
87.099,54.96
86.280,54.05
85.431,52.38
86.946,55.36
85.402,51.88
84.186,49.91
83.836,49.68
87.028,56.63
87.188,55.18
86.245,53.80
87.323,55.83
85.780,53.46
86.723,54.28
86.894,54.60
86.492,55.68
87.077,56.26
84.562,51.93
86.195,52.76
84.774,50.41
86.193,53.48
86.563,53.96
84.664,52.78
85.786,53.15
85.894,52.48
85.599,53.11
86.053,53.18
85.980,53.99
84.607,48.86
85.414,51.10
83.656,46.48
81.049,48.85
82.900,47.09
83.694,48.89
86.687,54.18
86.770,54.46
86.358,53.54
81.706,48.61
85.652,51.73
86.132,53.18
84.148,49.60
86.784,54.67
86.097,53.17
86.594,54.54
85.898,52.64
84.976,52.78
83.484,47.25
83.980,48.54
84.263,49.84
85.117,50.00
87.723,56.38
86.545,53.12
85.717,52.72
83.238,46.85
87.365,56.07
82.144,50.25
84.367,52.38
88.192,57.70
84.886,51.94
83.317,50.00
83.285,49.10
86.177,53.25
85.403,53.37
86.485,54.88
86.345,54.35
84.826,50.53
85.369,51.21
87.433,56.40
84.665,50.06
86.319,53.45
85.166,52.60
85.532,55.45
86.965,55.84
86.526,54.11
83.853,50.12
87.045,55.90
87.248,56.16
87.313,55.75
82.964,45.73
87.193,54.88
85.109,50.67
86.071,52.95
85.918,52.64
83.832,51.03
86.630,54.23
86.062,53.92
85.994,52.64
88.053,56.89
85.243,50.67
85.444,53.37
85.692,53.30
85.353,51.83
80.379,44.06
84.220,51.44
87.222,56.69
86.021,53.77
85.605,52.32
84.680,50.66
85.402,51.69
86.574,53.78
86.300,55.62
85.016,50.78
85.146,51.96
83.730,48.78
86.209,52.99
85.819,53.25
86.845,54.76
84.495,49.66
84.601,50.85
83.108,48.70
85.551,52.75
87.317,56.26
83.598,49.52
85.461,52.50
87.049,54.64
84.418,48.82
85.405,56.04
84.391,48.81
85.727,51.44
86.270,54.37
85.694,52.40
84.985,51.22
81.868,46.20
67.067,39.58
84.412,49.01
85.529,51.78
85.593,52.01
81.903,46.01
82.322,45.66
84.265,48.57
84.554,51.35
82.753,48.28
85.802,53.12
83.760,49.00
83.265,51.41
86.620,54.19
85.307,51.67
85.451,51.45
84.333,50.17
84.562,49.83
85.808,51.99
83.187,49.42
83.433,50.86
83.171,48.22
84.300,50.72
80.137,43.78
79.506,38.41
80.679,41.01
78.897,35.69
83.507,51.48
85.028,54.13
86.302,54.05
86.995,58.62
84.435,51.97
85.052,56.28
82.196,46.96
83.983,54.17
87.203,55.29
81.242,44.85
78.982,36.56
84.647,50.80
82.355,45.05
82.756,46.24
79.907,39.51
83.151,46.69
80.128,42.57
79.136,36.03
76.738,32.85
77.183,34.09
77.399,31.50
77.211,31.28
78.279,34.00
79.069,42.51
81.720,42.96
85.016,49.42
78.583,34.59
80.007,38.18
79.849,38.10
86.009,53.17
87.986,57.60
87.948,57.35
88.346,58.47
85.460,51.32
85.773,53.39
83.080,48.00
81.542,50.94
84.380,53.00
82.480,46.05
82.974,48.15
83.627,49.33
82.196,46.96
84.721,53.33
86.445,53.78
84.502,51.62
83.989,53.25
86.301,56.20
85.917,52.03
84.099,48.54
84.242,48.55
88.173,58.31
85.856,52.77
86.889,55.02
85.596,52.71
85.465,55.06
83.781,49.15
86.205,53.37
87.506,56.21
84.728,51.55
85.664,51.70
83.683,49.65
85.620,53.44
81.551,49.46
86.616,53.59
84.748,51.70
86.347,53.86
86.597,56.22
86.675,54.49
85.900,55.65
85.481,52.31
85.575,55.00
83.786,48.19
87.630,57.14
87.999,57.43
86.247,53.40
86.576,54.32
88.221,57.61
85.209,52.65
85.786,52.56
87.580,56.45
85.861,52.28
85.751,54.35
84.905,52.80
87.404,57.03
86.686,56.17
87.643,56.43
87.953,58.01
88.273,57.91
87.044,56.70
83.939,50.00
84.587,52.71
86.764,55.21
85.105,55.31
87.283,56.06
87.875,57.67
85.973,52.19
83.725,50.56
87.793,56.48
81.221,42.31
84.541,54.85
88.057,57.63
87.163,57.07
84.449,51.72
85.443,51.76
85.923,52.72
85.991,54.07
86.451,54.72
85.499,51.81
85.446,53.54
86.613,55.27
84.025,51.92
82.304,47.53
85.233,52.31
86.621,54.13
86.168,53.69
84.315,48.94
82.686,48.98
85.513,52.06
86.662,55.61
86.610,55.15
85.227,51.14
84.639,51.21
85.165,50.48
85.287,50.33
78.710,44.44
84.900,51.02
87.507,56.10
87.736,56.61
82.996,48.63
86.803,54.72
84.934,55.17
82.947,46.88
86.953,55.90
85.316,50.93
82.924,46.06
84.744,49.69
84.708,49.43
85.006,51.49
82.730,45.93
83.296,46.30
83.878,48.09
85.180,50.73
85.789,51.95
85.117,51.39
82.293,47.32
82.113,48.59
86.611,53.69
85.448,51.38
85.059,49.76
86.318,53.47
85.734,52.03
84.902,52.44
86.083,53.77
84.224,52.12
83.263,47.80
84.291,49.23
85.371,51.14
85.767,52.17
86.675,54.31
85.620,52.48
86.293,53.61
84.169,49.54
83.813,47.38
86.936,54.67
85.372,51.09
83.368,48.94
83.638,47.95
85.811,52.50
85.456,54.29
84.263,49.02
81.181,46.93
87.322,56.05
85.911,54.95
86.367,54.40
85.905,52.73
86.333,53.59
86.094,52.93
87.129,55.12
87.055,54.50
85.486,50.78
86.788,53.87
84.962,54.01
85.152,53.43
84.857,51.60
85.403,53.50
84.835,50.69
85.893,53.08
86.678,53.85
83.859,49.34
77.601,42.18
85.907,53.62
84.857,50.98
79.603,43.38
86.465,54.18
87.135,55.61
85.980,52.18
85.898,52.81
86.018,52.81
86.037,53.31
84.692,50.65
85.430,51.23
85.429,52.23
84.520,49.82
86.216,53.38
82.551,44.39
79.120,37.28
80.365,39.75
76.477,31.67
77.078,33.57
76.611,31.91
77.028,32.93
78.583,34.57
75.297,32.88
78.796,36.49
76.625,32.41
74.881,30.65
77.830,34.36
78.931,36.46
78.756,38.74
78.146,39.17
